=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2016.09.30 15:02:01 =~=~=~=~=~=~=~=~=~=~=~=
1346.96 74.50 30.50
1244.92 74.50 30.50
1202.75 74.50 30.50
1344.06 74.50 30.50
1411.80 74.50 30.50
1441.32 74.50 30.50
1432.34 74.50 30.50
1390.64 74.50 30.50
1399.59 74.60 30.50
1373.85 74.60 30.50
1364.53 74.60 30.50
1347.16 74.60 30.50
1346.88 74.60 30.50
1407.43 74.60 30.50
1393.20 74.70 30.50
1394.42 74.60 30.50
1416.64 74.60 30.50
1366.52 74.60 30.50
1336.83 74.60 30.50
1384.70 74.60 30.50
1390.25 74.60 30.50
1433.94 74.60 30.40
1503.67 74.60 30.50
1531.79 74.60 30.50
1543.16 74.50 30.50
1566.56 74.50 30.40
1567.56 74.40 30.40
1578.11 74.40 30.50
1610.33 74.40 30.50
1571.80 74.40 30.50
1599.16 74.30 30.50
1611.40 74.30 30.50
1623.34 74.30 30.50
1558.04 74.30 30.50
1547.41 74.30 30.50
1568.54 74.20 30.50
1573.06 74.10 30.50
1626.32 74.10 30.50
1653.54 74.00 30.50
1700.37 73.90 30.50
1641.29 73.90 30.40
1625.05 73.70 30.40
1568.15 73.60 30.50
1598.42 73.60 30.40
1641.85 73.60 30.40
1678.73 73.50 30.40
1690.58 73.50 30.40
1690.13 73.50 30.40
1638.76 73.50 30.50
1621.83 73.50 30.40
1591.64 73.50 30.40
1539.11 73.40 30.40
1489.31 73.40 30.40
1531.33 73.40 30.40
1605.28 73.30 30.40
1653.76 73.30 30.40
1700.89 73.30 30.40
1774.67 73.20 30.50
1804.85 73.20 30.40
1804.46 73.20 30.40
1826.46 73.20 30.40
1813.69 73.20 30.40
1803.17 73.10 30.40
1870.69 73.10 30.40
1807.51 73.10 30.40
1834.54 72.90 30.40
1840.86 72.90 30.40
1776.69 72.90 30.40
1773.31 72.80 30.40
1739.27 72.70 30.40
1737.54 72.70 30.40
1762.71 72.60 30.40
1748.00 72.50 30.40
1770.43 72.50 30.40
1731.67 72.40 30.40
1764.47 72.30 30.40
1757.66 72.30 30.40
1759.40 72.30 30.40
1772.68 72.30 30.40
1785.89 72.30 30.40
1814.74 72.20 30.40
1774.71 72.10 30.40
1784.28 72.10 30.30
1808.51 71.90 30.30
1762.88 71.90 30.40
1746.40 71.90 30.40
1775.66 71.70 30.40
1784.08 71.70 30.40
1785.76 71.70 30.40
1809.70 71.70 30.40
1786.81 71.60 30.40
1715.67 71.60 30.30
1778.90 71.40 30.30
1773.28 71.40 30.40
1834.78 71.40 30.30
1820.78 71.30 30.30
1849.01 71.30 30.40
1860.25 71.30 30.30
1827.28 71.20 30.30
1842.01 71.10 30.30
1843.26 71.10 30.30
1826.21 71.00 30.30
1848.27 71.00 30.40
1828.00 71.00 30.30
1841.87 71.00 30.30
1860.54 70.90 30.30
1837.47 70.90 30.30
1845.14 70.80 30.30
1891.33 70.60 30.30
1894.12 70.60 30.40
1907.56 70.40 30.40
1878.58 70.10 30.30
1867.34 70.10 30.30
1906.16 70.10 30.30
1862.66 70.00 30.30
1864.99 70.00 30.30
1852.22 70.00 30.30
1923.31 70.00 30.30
1854.92 70.00 30.30
1909.84 69.80 30.30
1862.31 69.80 30.30
1835.49 69.80 30.30
1833.89 69.60 30.30
1851.79 69.60 30.30
1817.29 69.60 30.30
1842.06 69.60 30.30
1810.11 69.60 30.30
1828.87 69.60 30.30
1842.96 69.50 30.30
1818.39 69.40 30.30
1862.07 69.40 30.30
1854.63 69.30 30.30
1844.45 69.20 30.30
1899.91 69.20 30.20
1932.94 69.10 30.20
1973.29 69.10 30.30
1960.30 69.10 30.30
1945.42 68.90 30.30
1920.40 69.00 30.20
1867.98 69.00 30.20
1817.87 69.10 30.20
1821.02 69.00 30.20
1752.35 69.00 30.20
1694.78 68.90 30.20
1793.01 68.90 30.20
1811.74 68.90 30.20
1784.44 68.90 30.20
1847.48 68.80 30.20
1859.23 68.80 30.20
1939.21 68.80 30.20
1946.63 68.70 30.20
1893.27 68.70 30.20
1892.85 68.60 30.20
1891.79 68.50 30.20
1912.63 68.50 30.20
1928.99 68.50 30.20
1897.92 68.50 30.20
1906.76 68.50 30.20
1889.54 68.30 30.20
1843.39 68.20 30.10
1861.08 68.20 30.10
1876.55 68.20 30.10
1837.87 68.20 30.20
1812.21 68.20 30.20
1928.61 68.20 30.20
1923.13 68.10 30.20
1920.26 68.10 30.10
1931.22 68.00 30.10
1940.08 67.90 30.10
1930.84 67.90 30.10
1865.33 67.80 30.10
1963.57 67.80 30.10
1941.99 67.80 30.10
1899.69 67.80 30.10
1902.38 67.80 30.10
1929.63 67.80 30.10
1913.19 67.80 30.10
1928.28 67.80 30.10
1911.48 67.80 30.10
1868.37 67.60 30.10
1889.80 67.40 30.10
1884.01 67.40 30.10
1896.44 67.30 30.10
1946.89 67.30 30.00
1928.78 67.30 30.00
1986.08 67.20 30.00
1982.87 67.20 30.00
1963.17 67.20 30.00
1994.54 67.20 30.00
1954.33 67.10 30.00
1971.05 67.10 30.00
1958.02 67.00 30.00
1966.71 67.00 30.00
1971.26 67.00 30.00
1960.90 67.10 30.00
1976.06 67.10 30.00
1944.62 67.10 30.00
1978.48 67.00 30.00
1995.52 66.90 30.00
1949.41 66.90 30.00
1980.75 66.90 30.00
1945.08 66.80 30.00
1942.88 66.80 30.00
1974.83 66.80 30.00
1963.78 66.60 30.00
1980.90 66.60 30.00
2005.21 66.50 30.00
1939.32 66.50 30.00
1937.56 66.50 30.00
1953.09 66.40 30.00
1994.44 66.40 30.00
1980.55 66.40 30.00
2004.19 66.40 30.00
1963.13 65.90 29.90
1966.73 65.90 29.90
1966.71 65.80 29.90
1979.54 65.80 29.90
1957.99 65.80 29.90
1973.79 65.60 29.90
1928.19 65.60 29.90
1963.57 65.60 29.90
1970.65 65.50 29.90
1982.99 65.40 29.90
1965.03 65.40 29.90
1962.98 65.20 29.90
1945.49 65.10 29.90
1936.35 65.10 29.90
1935.63 65.00 29.90
1939.78 65.00 29.90
1964.13 65.00 29.90
1972.62 65.00 29.90
1973.74 65.00 29.90
1992.39 65.00 29.90
1955.82 65.00 29.90
1995.33 64.90 29.90
2080.12 64.90 29.90
2088.46 64.90 29.90
2085.54 64.90 29.90
2128.60 64.90 29.90
2125.32 64.80 29.90
2033.04 64.70 29.90
2049.26 64.70 29.90
1952.49 64.70 29.90
1938.59 65.10 30.00
1925.64 65.10 29.90
1938.68 64.30 29.90
1945.75 64.30 29.90
1944.72 64.30 29.90
1946.63 64.20 29.90
1968.87 64.00 29.90
1921.84 64.00 29.90
1921.95 64.00 29.90
1949.97 64.00 29.90
2016.08 64.00 29.90
2024.69 64.10 29.90
2014.89 64.00 29.80
2117.93 64.00 29.80
2132.83 63.90 29.80
2150.77 63.90 29.80
2102.14 63.90 29.80
2122.06 63.80 29.80
